     Total   Exclusive  Set shared  Filename
     0.00B       0.00B           -  /var/cache/man/cs/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/cs/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/cs
     0.00B       0.00B           -  /var/cache/man/da/cat1
     0.00B       0.00B           -  /var/cache/man/da/cat2
     0.00B       0.00B           -  /var/cache/man/da/cat3
     0.00B       0.00B           -  /var/cache/man/da/cat4
     0.00B       0.00B           -  /var/cache/man/da/cat5
     0.00B       0.00B           -  /var/cache/man/da/cat6
     0.00B       0.00B           -  /var/cache/man/da/cat7
     0.00B       0.00B           -  /var/cache/man/da/cat8
     0.00B       0.00B           -  /var/cache/man/da/cat9
     0.00B       0.00B           -  /var/cache/man/da/catn
     0.00B       0.00B           -  /var/cache/man/da/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/da/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/da
     0.00B       0.00B           -  /var/cache/man/de/cat1
     0.00B       0.00B           -  /var/cache/man/de/cat2
     0.00B       0.00B           -  /var/cache/man/de/cat3
     0.00B       0.00B           -  /var/cache/man/de/cat4
     0.00B       0.00B           -  /var/cache/man/de/cat5
     0.00B       0.00B           -  /var/cache/man/de/cat6
     0.00B       0.00B           -  /var/cache/man/de/cat7
     0.00B       0.00B           -  /var/cache/man/de/cat8
     0.00B       0.00B           -  /var/cache/man/de/cat9
     0.00B       0.00B           -  /var/cache/man/de/catn
     0.00B       0.00B           -  /var/cache/man/de/CACHEDIR.TAG
  20.00KiB    20.00KiB           -  /var/cache/man/de/index.db
  20.00KiB    20.00KiB           -  /var/cache/man/de
     0.00B       0.00B           -  /var/cache/man/el/cat1
     0.00B       0.00B           -  /var/cache/man/el/cat2
     0.00B       0.00B           -  /var/cache/man/el/cat3
     0.00B       0.00B           -  /var/cache/man/el/cat4
     0.00B       0.00B           -  /var/cache/man/el/cat5
     0.00B       0.00B           -  /var/cache/man/el/cat6
     0.00B       0.00B           -  /var/cache/man/el/cat7
     0.00B       0.00B           -  /var/cache/man/el/cat8
     0.00B       0.00B           -  /var/cache/man/el/cat9
     0.00B       0.00B           -  /var/cache/man/el/catn
     0.00B       0.00B           -  /var/cache/man/el/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/el/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/el
     0.00B       0.00B           -  /var/cache/man/eo/cat1
     0.00B       0.00B           -  /var/cache/man/eo/cat2
     0.00B       0.00B           -  /var/cache/man/eo/cat3
     0.00B       0.00B           -  /var/cache/man/eo/cat4
     0.00B       0.00B           -  /var/cache/man/eo/cat5
     0.00B       0.00B           -  /var/cache/man/eo/cat6
     0.00B       0.00B           -  /var/cache/man/eo/cat7
     0.00B       0.00B           -  /var/cache/man/eo/cat8
     0.00B       0.00B           -  /var/cache/man/eo/cat9
     0.00B       0.00B           -  /var/cache/man/eo/catn
     0.00B       0.00B           -  /var/cache/man/eo/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/eo/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/eo
     0.00B       0.00B           -  /var/cache/man/es/cat1
     0.00B       0.00B           -  /var/cache/man/es/cat2
     0.00B       0.00B           -  /var/cache/man/es/cat3
     0.00B       0.00B           -  /var/cache/man/es/cat4
     0.00B       0.00B           -  /var/cache/man/es/cat5
     0.00B       0.00B           -  /var/cache/man/es/cat6
     0.00B       0.00B           -  /var/cache/man/es/cat7
     0.00B       0.00B           -  /var/cache/man/es/cat8
     0.00B       0.00B           -  /var/cache/man/es/cat9
     0.00B       0.00B           -  /var/cache/man/es/catn
     0.00B       0.00B           -  /var/cache/man/es/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/es/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/es
     0.00B       0.00B           -  /var/cache/man/fr/cat1
     0.00B       0.00B           -  /var/cache/man/fr/cat2
     0.00B       0.00B           -  /var/cache/man/fr/cat3
     0.00B       0.00B           -  /var/cache/man/fr/cat4
     0.00B       0.00B           -  /var/cache/man/fr/cat5
     0.00B       0.00B           -  /var/cache/man/fr/cat6
     0.00B       0.00B           -  /var/cache/man/fr/cat7
     0.00B       0.00B           -  /var/cache/man/fr/cat8
     0.00B       0.00B           -  /var/cache/man/fr/cat9
     0.00B       0.00B           -  /var/cache/man/fr/catn
     0.00B       0.00B           -  /var/cache/man/fr/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/fr/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/fr
     0.00B       0.00B           -  /var/cache/man/hu/cat1
     0.00B       0.00B           -  /var/cache/man/hu/cat2
     0.00B       0.00B           -  /var/cache/man/hu/cat3
     0.00B       0.00B           -  /var/cache/man/hu/cat4
     0.00B       0.00B           -  /var/cache/man/hu/cat5
     0.00B       0.00B           -  /var/cache/man/hu/cat6
     0.00B       0.00B           -  /var/cache/man/hu/cat7
     0.00B       0.00B           -  /var/cache/man/hu/cat8
     0.00B       0.00B           -  /var/cache/man/hu/cat9
     0.00B       0.00B           -  /var/cache/man/hu/catn
     0.00B       0.00B           -  /var/cache/man/hu/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/hu/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/hu
     0.00B       0.00B           -  /var/cache/man/it/cat1
     0.00B       0.00B           -  /var/cache/man/it/cat2
     0.00B       0.00B           -  /var/cache/man/it/cat3
     0.00B       0.00B           -  /var/cache/man/it/cat4
     0.00B       0.00B           -  /var/cache/man/it/cat5
     0.00B       0.00B           -  /var/cache/man/it/cat6
     0.00B       0.00B           -  /var/cache/man/it/cat7
     0.00B       0.00B           -  /var/cache/man/it/cat8
     0.00B       0.00B           -  /var/cache/man/it/cat9
     0.00B       0.00B           -  /var/cache/man/it/catn
     0.00B       0.00B           -  /var/cache/man/it/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/it/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/it
     0.00B       0.00B           -  /var/cache/man/ja/cat1
     0.00B       0.00B           -  /var/cache/man/ja/cat2
     0.00B       0.00B           -  /var/cache/man/ja/cat3
     0.00B       0.00B           -  /var/cache/man/ja/cat4
     0.00B       0.00B           -  /var/cache/man/ja/cat5
     0.00B       0.00B           -  /var/cache/man/ja/cat6
     0.00B       0.00B           -  /var/cache/man/ja/cat7
     0.00B       0.00B           -  /var/cache/man/ja/cat8
     0.00B       0.00B           -  /var/cache/man/ja/cat9
     0.00B       0.00B           -  /var/cache/man/ja/catn
     0.00B       0.00B           -  /var/cache/man/ja/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/ja/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/ja
     0.00B       0.00B           -  /var/cache/man/nl/cat1
     0.00B       0.00B           -  /var/cache/man/nl/cat2
     0.00B       0.00B           -  /var/cache/man/nl/cat3
     0.00B       0.00B           -  /var/cache/man/nl/cat4
     0.00B       0.00B           -  /var/cache/man/nl/cat5
     0.00B       0.00B           -  /var/cache/man/nl/cat6
     0.00B       0.00B           -  /var/cache/man/nl/cat7
     0.00B       0.00B           -  /var/cache/man/nl/cat8
     0.00B       0.00B           -  /var/cache/man/nl/cat9
     0.00B       0.00B           -  /var/cache/man/nl/catn
     0.00B       0.00B           -  /var/cache/man/nl/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/nl/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/nl
     0.00B       0.00B           -  /var/cache/man/pl/cat1
     0.00B       0.00B           -  /var/cache/man/pl/cat2
     0.00B       0.00B           -  /var/cache/man/pl/cat3
     0.00B       0.00B           -  /var/cache/man/pl/cat4
     0.00B       0.00B           -  /var/cache/man/pl/cat5
     0.00B       0.00B           -  /var/cache/man/pl/cat6
     0.00B       0.00B           -  /var/cache/man/pl/cat7
     0.00B       0.00B           -  /var/cache/man/pl/cat8
     0.00B       0.00B           -  /var/cache/man/pl/cat9
     0.00B       0.00B           -  /var/cache/man/pl/catn
     0.00B       0.00B           -  /var/cache/man/pl/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/pl/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/pl
     0.00B       0.00B           -  /var/cache/man/pt/cat1
     0.00B       0.00B           -  /var/cache/man/pt/cat2
     0.00B       0.00B           -  /var/cache/man/pt/cat3
     0.00B       0.00B           -  /var/cache/man/pt/cat4
     0.00B       0.00B           -  /var/cache/man/pt/cat5
     0.00B       0.00B           -  /var/cache/man/pt/cat6
     0.00B       0.00B           -  /var/cache/man/pt/cat7
     0.00B       0.00B           -  /var/cache/man/pt/cat8
     0.00B       0.00B           -  /var/cache/man/pt/cat9
     0.00B       0.00B           -  /var/cache/man/pt/catn
     0.00B       0.00B           -  /var/cache/man/pt/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/pt/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/pt
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat1
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat2
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat3
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat4
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat5
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat6
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat7
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat8
     0.00B       0.00B           -  /var/cache/man/pt_BR/cat9
     0.00B       0.00B           -  /var/cache/man/pt_BR/catn
     0.00B       0.00B           -  /var/cache/man/pt_BR/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/pt_BR/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/pt_BR
     0.00B       0.00B           -  /var/cache/man/ru/cat1
     0.00B       0.00B           -  /var/cache/man/ru/cat2
     0.00B       0.00B           -  /var/cache/man/ru/cat3
     0.00B       0.00B           -  /var/cache/man/ru/cat4
     0.00B       0.00B           -  /var/cache/man/ru/cat5
     0.00B       0.00B           -  /var/cache/man/ru/cat6
     0.00B       0.00B           -  /var/cache/man/ru/cat7
     0.00B       0.00B           -  /var/cache/man/ru/cat8
     0.00B       0.00B           -  /var/cache/man/ru/cat9
     0.00B       0.00B           -  /var/cache/man/ru/catn
     0.00B       0.00B           -  /var/cache/man/ru/CACHEDIR.TAG
  20.00KiB    20.00KiB           -  /var/cache/man/ru/index.db
  20.00KiB    20.00KiB           -  /var/cache/man/ru
     0.00B       0.00B           -  /var/cache/man/sk/cat1
     0.00B       0.00B           -  /var/cache/man/sk/cat2
     0.00B       0.00B           -  /var/cache/man/sk/cat3
     0.00B       0.00B           -  /var/cache/man/sk/cat4
     0.00B       0.00B           -  /var/cache/man/sk/cat5
     0.00B       0.00B           -  /var/cache/man/sk/cat6
     0.00B       0.00B           -  /var/cache/man/sk/cat7
     0.00B       0.00B           -  /var/cache/man/sk/cat8
     0.00B       0.00B           -  /var/cache/man/sk/cat9
     0.00B       0.00B           -  /var/cache/man/sk/catn
     0.00B       0.00B           -  /var/cache/man/sk/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/sk/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/sk
     0.00B       0.00B           -  /var/cache/man/sv/cat1
     0.00B       0.00B           -  /var/cache/man/sv/cat2
     0.00B       0.00B           -  /var/cache/man/sv/cat3
     0.00B       0.00B           -  /var/cache/man/sv/cat4
     0.00B       0.00B           -  /var/cache/man/sv/cat5
     0.00B       0.00B           -  /var/cache/man/sv/cat6
     0.00B       0.00B           -  /var/cache/man/sv/cat7
     0.00B       0.00B           -  /var/cache/man/sv/cat8
     0.00B       0.00B           -  /var/cache/man/sv/cat9
     0.00B       0.00B           -  /var/cache/man/sv/catn
     0.00B       0.00B           -  /var/cache/man/sv/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/sv/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/sv
     0.00B       0.00B           -  /var/cache/man/zh/cat1
     0.00B       0.00B           -  /var/cache/man/zh/cat2
     0.00B       0.00B           -  /var/cache/man/zh/cat3
     0.00B       0.00B           -  /var/cache/man/zh/cat4
     0.00B       0.00B           -  /var/cache/man/zh/cat5
     0.00B       0.00B           -  /var/cache/man/zh/cat6
     0.00B       0.00B           -  /var/cache/man/zh/cat7
     0.00B       0.00B           -  /var/cache/man/zh/cat8
     0.00B       0.00B           -  /var/cache/man/zh/cat9
     0.00B       0.00B           -  /var/cache/man/zh/catn
     0.00B       0.00B           -  /var/cache/man/zh/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/zh/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/zh
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat1
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat2
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat3
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat4
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat5
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat6
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat7
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat8
     0.00B       0.00B           -  /var/cache/man/zh_CN/cat9
     0.00B       0.00B           -  /var/cache/man/zh_CN/catn
     0.00B       0.00B           -  /var/cache/man/zh_CN/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/zh_CN/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/zh_CN
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat1
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat2
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat3
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat4
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat5
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat6
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat7
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat8
     0.00B       0.00B           -  /var/cache/man/zh_TW/cat9
     0.00B       0.00B           -  /var/cache/man/zh_TW/catn
     0.00B       0.00B           -  /var/cache/man/zh_TW/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/zh_TW/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/zh_TW
     0.00B       0.00B           -  /var/cache/man/uk/cat1
     0.00B       0.00B           -  /var/cache/man/uk/cat7
     0.00B       0.00B           -  /var/cache/man/uk/cat8
     0.00B       0.00B           -  /var/cache/man/uk/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/uk/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/uk
     0.00B       0.00B           -  /var/cache/man/fr.ISO8859-1/cat5
     0.00B       0.00B           -  /var/cache/man/fr.ISO8859-1/cat7
     0.00B       0.00B           -  /var/cache/man/fr.ISO8859-1/cat8
     0.00B       0.00B           -  /var/cache/man/fr.ISO8859-1/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/fr.ISO8859-1/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/fr.ISO8859-1
     0.00B       0.00B           -  /var/cache/man/fr.UTF-8/cat5
     0.00B       0.00B           -  /var/cache/man/fr.UTF-8/cat7
     0.00B       0.00B           -  /var/cache/man/fr.UTF-8/cat8
     0.00B       0.00B           -  /var/cache/man/fr.UTF-8/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/fr.UTF-8/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/fr.UTF-8
     0.00B       0.00B           -  /var/cache/man/id/cat1
     0.00B       0.00B           -  /var/cache/man/id/cat5
     0.00B       0.00B           -  /var/cache/man/id/cat8
     0.00B       0.00B           -  /var/cache/man/id/CACHEDIR.TAG
  16.00KiB    16.00KiB           -  /var/cache/man/id/index.db
  16.00KiB    16.00KiB           -  /var/cache/man/id
   2.51MiB     2.51MiB           -  /var/cache/man
     0.00B       0.00B           -  /var/cache/PackageKit
   4.00KiB     4.00KiB           -  /var/cache/lightdm/dmrc/milhar.dmrc
   4.00KiB     4.00KiB           -  /var/cache/lightdm/dmrc
   4.00KiB     4.00KiB           -  /var/cache/lightdm
     0.00B       0.00B           -  /var/cache/krb5rcache
     0.00B       0.00B           -  /var/cache/files
   1.40GiB     1.40GiB           -  /var/cache
     0.00B       0.00B           -  /var/tmp/.rlmlockbricsys
     0.00B       0.00B           -  /var/tmp/zypp.MYwVlX/zypp-trusted-krKemIsE/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.MYwVlX/zypp-trusted-krKemIsE/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.MYwVlX/zypp-trusted-krKemIsE/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.MYwVlX/zypp-trusted-krKemIsE/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.MYwVlX/zypp-trusted-krKemIsE
     0.00B       0.00B           -  /var/tmp/zypp.MYwVlX/zypp-general-kr1qnvzl
  16.00KiB    16.00KiB           -  /var/tmp/zypp.MYwVlX
     0.00B       0.00B           -  /var/tmp/zypp.jgMo4s/zypp-trusted-krjO6fOL/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.jgMo4s/zypp-trusted-krjO6fOL/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.jgMo4s/zypp-trusted-krjO6fOL/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.jgMo4s/zypp-trusted-krjO6fOL/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.jgMo4s/zypp-trusted-krjO6fOL
     0.00B       0.00B           -  /var/tmp/zypp.jgMo4s/zypp-general-kr1eO7x4
  16.00KiB    16.00KiB           -  /var/tmp/zypp.jgMo4s
     0.00B       0.00B           -  /var/tmp/rpm-tmp.6GpcBg
     0.00B       0.00B           -  /var/tmp/rpm-tmp.LpEzmY
     0.00B       0.00B           -  /var/tmp/zypp.qbYJW1/zypp-trusted-krNOqRwp/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.qbYJW1/zypp-trusted-krNOqRwp/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.qbYJW1/zypp-trusted-krNOqRwp/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.qbYJW1/zypp-trusted-krNOqRwp/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.qbYJW1/zypp-trusted-krNOqRwp
     0.00B       0.00B           -  /var/tmp/zypp.qbYJW1/zypp-general-kro7aZ6M
  16.00KiB    16.00KiB           -  /var/tmp/zypp.qbYJW1
     0.00B       0.00B           -  /var/tmp/zypp.lRDU86/zypp-trusted-krZVaY9x/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.lRDU86/zypp-trusted-krZVaY9x/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.lRDU86/zypp-trusted-krZVaY9x/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.lRDU86/zypp-trusted-krZVaY9x/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.lRDU86/zypp-trusted-krZVaY9x
     0.00B       0.00B           -  /var/tmp/zypp.lRDU86/zypp-general-krCc61aZ
  16.00KiB    16.00KiB           -  /var/tmp/zypp.lRDU86
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-trusted-krRpKLPS/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-trusted-krRpKLPS/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.8Ods3E/zypp-trusted-krRpKLPS/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.8Ods3E/zypp-trusted-krRpKLPS/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.8Ods3E/zypp-trusted-krRpKLPS
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-general-krbZs5B6/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-general-krbZs5B6/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-general-krbZs5B6/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-general-krbZs5B6/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/zypp-general-krbZs5B6
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.8Ods3E/PublicKey
  16.00KiB    16.00KiB           -  /var/tmp/zypp.8Ods3E
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/zypp-trusted-krluK0yq/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/zypp-trusted-krluK0yq/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.ZV3GCZ/zypp-trusted-krluK0yq/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.ZV3GCZ/zypp-trusted-krluK0yq/pubring.kbx
  20.00KiB    20.00KiB           -  /var/tmp/zypp.ZV3GCZ/zypp-trusted-krluK0yq
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/zypp-general-kra6HkvR/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/zypp-general-kra6HkvR/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.ZV3GCZ/zypp-general-kra6HkvR/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.ZV3GCZ/zypp-general-kra6HkvR/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.ZV3GCZ/zypp-general-kra6HkvR
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.ZV3GCZ/PublicKey
  28.00KiB    28.00KiB           -  /var/tmp/zypp.ZV3GCZ
     0.00B       0.00B           -  /var/tmp/bricsys/BricsCADV16.lic
     0.00B       0.00B           -  /var/tmp/bricsys/LicenseManager.cfg
     0.00B       0.00B           -  /var/tmp/bricsys
     0.00B       0.00B           -  /var/tmp/zypp.GVNnIz/zypp-trusted-krPYBXOr/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.GVNnIz/zypp-trusted-krPYBXOr/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.GVNnIz/zypp-trusted-krPYBXOr/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.GVNnIz/zypp-trusted-krPYBXOr/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.GVNnIz/zypp-trusted-krPYBXOr
     0.00B       0.00B           -  /var/tmp/zypp.GVNnIz/zypp-general-krL0ExVj
  24.00KiB    24.00KiB           -  /var/tmp/zypp.GVNnIz
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/zypp-trusted-krdVUVWb/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/zypp-trusted-krdVUVWb/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.zWVlEL/zypp-trusted-krdVUVWb/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.zWVlEL/zypp-trusted-krdVUVWb/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.zWVlEL/zypp-trusted-krdVUVWb
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/zypp-general-krXC9vfC/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/zypp-general-krXC9vfC/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/zypp-general-krXC9vfC/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.zWVlEL/zypp-general-krXC9vfC/pubring.kbx
   4.00KiB     4.00KiB           -  /var/tmp/zypp.zWVlEL/zypp-general-krXC9vfC
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.zWVlEL/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.zWVlEL/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.zWVlEL/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.zWVlEL
     0.00B       0.00B           -  /var/tmp/zypp.13rY69/zypp-trusted-krer9kSy/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.13rY69/zypp-trusted-krer9kSy/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.13rY69/zypp-trusted-krer9kSy/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.13rY69/zypp-trusted-krer9kSy/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.13rY69/zypp-trusted-krer9kSy
     0.00B       0.00B           -  /var/tmp/zypp.13rY69/zypp-general-krd33HDX
  24.00KiB    24.00KiB           -  /var/tmp/zypp.13rY69
     0.00B       0.00B           -  /var/tmp/zypp.esFBUz/zypp-trusted-krq9XJzf/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.esFBUz/zypp-trusted-krq9XJzf/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.esFBUz/zypp-trusted-krq9XJzf/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.esFBUz/zypp-trusted-krq9XJzf/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.esFBUz/zypp-trusted-krq9XJzf
     0.00B       0.00B           -  /var/tmp/zypp.esFBUz/zypp-general-krxnxSeV
  24.00KiB    24.00KiB           -  /var/tmp/zypp.esFBUz
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/zypp-trusted-krOo3sOQ/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/zypp-trusted-krOo3sOQ/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.wcQZ0h/zypp-trusted-krOo3sOQ/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.wcQZ0h/zypp-trusted-krOo3sOQ/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.wcQZ0h/zypp-trusted-krOo3sOQ
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/zypp-general-krw1AWBp/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/zypp-general-krw1AWBp/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/zypp-general-krw1AWBp/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.wcQZ0h/zypp-general-krw1AWBp/pubring.kbx
