     Total   Exclusive  Set shared  Filename
   8.00KiB     8.00KiB           -  /var/tmp/zypp.wcQZ0h/zypp-general-krw1AWBp
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.wcQZ0h/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.wcQZ0h
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/zypp-trusted-kr8uUGqx/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/zypp-trusted-kr8uUGqx/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.4QzBJm/zypp-trusted-kr8uUGqx/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.4QzBJm/zypp-trusted-kr8uUGqx/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.4QzBJm/zypp-trusted-kr8uUGqx
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/zypp-general-krRKuM7H/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/zypp-general-krRKuM7H/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/zypp-general-krRKuM7H/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.4QzBJm/zypp-general-krRKuM7H/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.4QzBJm/zypp-general-krRKuM7H
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.4QzBJm/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.4QzBJm
  10.06MiB    10.06MiB           -  /var/tmp/kdecache-milhar/icon-cache.kcache
     0.00B       0.00B           -  /var/tmp/kdecache-milhar/ksycoca4stamp
 928.00KiB   928.00KiB           -  /var/tmp/kdecache-milhar/ksycoca4
  10.97MiB    10.97MiB           -  /var/tmp/kdecache-milhar
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/zypp-trusted-kroBbWsx/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/zypp-trusted-kroBbWsx/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.85PW8m/zypp-trusted-kroBbWsx/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.85PW8m/zypp-trusted-kroBbWsx/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.85PW8m/zypp-trusted-kroBbWsx
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/zypp-general-kriPRVMH/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/zypp-general-kriPRVMH/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/zypp-general-kriPRVMH/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.85PW8m/zypp-general-kriPRVMH/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.85PW8m/zypp-general-kriPRVMH
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.85PW8m/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.85PW8m
     0.00B       0.00B           -  /var/tmp/audacity-milhar
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-trusted-krlAGZlC/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-trusted-krlAGZlC/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.h6NQT7/zypp-trusted-krlAGZlC/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.h6NQT7/zypp-trusted-krlAGZlC/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.h6NQT7/zypp-trusted-krlAGZlC
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-general-krb7P8N6/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-general-krb7P8N6/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-general-krb7P8N6/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-general-krb7P8N6/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/zypp-general-krb7P8N6
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.h6NQT7/PublicKey
  24.00KiB    24.00KiB           -  /var/tmp/zypp.h6NQT7
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/zypp-trusted-krpOmxDS/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/zypp-trusted-krpOmxDS/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.PIwxy4/zypp-trusted-krpOmxDS/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.PIwxy4/zypp-trusted-krpOmxDS/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.PIwxy4/zypp-trusted-krpOmxDS
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/zypp-general-krUuqxIG/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.PIwxy4/zypp-general-krUuqxIG/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/zypp-general-krUuqxIG/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/zypp-general-krUuqxIG/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.PIwxy4/zypp-general-krUuqxIG
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.PIwxy4/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.PIwxy4/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.PIwxy4/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.PIwxy4
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/zypp-trusted-krMBpQoM/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/zypp-trusted-krMBpQoM/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.xrtqNn/zypp-trusted-krMBpQoM/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.xrtqNn/zypp-trusted-krMBpQoM/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.xrtqNn/zypp-trusted-krMBpQoM
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/zypp-general-krYwEg0a/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/zypp-general-krYwEg0a/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/zypp-general-krYwEg0a/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xrtqNn/zypp-general-krYwEg0a/pubring.kbx
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xrtqNn/zypp-general-krYwEg0a
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xrtqNn/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.xrtqNn/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xrtqNn/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.xrtqNn
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/zypp-trusted-krUIWXGu/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/zypp-trusted-krUIWXGu/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.41MQVn/zypp-trusted-krUIWXGu/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.41MQVn/zypp-trusted-krUIWXGu/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.41MQVn/zypp-trusted-krUIWXGu
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/zypp-general-krAqs5rB/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/zypp-general-krAqs5rB/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/zypp-general-krAqs5rB/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.41MQVn/zypp-general-krAqs5rB/pubring.kbx
   4.00KiB     4.00KiB           -  /var/tmp/zypp.41MQVn/zypp-general-krAqs5rB
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.41MQVn/PublicKey
  28.00KiB    28.00KiB           -  /var/tmp/zypp.41MQVn
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-trusted-krfo1MDN/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-trusted-krfo1MDN/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.0jvCZL/zypp-trusted-krfo1MDN/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.0jvCZL/zypp-trusted-krfo1MDN/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.0jvCZL/zypp-trusted-krfo1MDN
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-general-kriFRXhP/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-general-kriFRXhP/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-general-kriFRXhP/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-general-kriFRXhP/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/zypp-general-kriFRXhP
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.0jvCZL/PublicKey
  24.00KiB    24.00KiB           -  /var/tmp/zypp.0jvCZL
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/zypp-trusted-krhyRDXk/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/zypp-trusted-krhyRDXk/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.HvTttC/zypp-trusted-krhyRDXk/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.HvTttC/zypp-trusted-krhyRDXk/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.HvTttC/zypp-trusted-krhyRDXk
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/zypp-general-krrp9Nr3/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.HvTttC/zypp-general-krrp9Nr3/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/zypp-general-krrp9Nr3/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/zypp-general-krrp9Nr3/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.HvTttC/zypp-general-krrp9Nr3
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.HvTttC/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.HvTttC/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.HvTttC/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.HvTttC
     0.00B       0.00B           -  /var/tmp/zypp.fVZAwF/zypp-trusted-krjCblUC/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.fVZAwF/zypp-trusted-krjCblUC/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.fVZAwF/zypp-trusted-krjCblUC/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.fVZAwF/zypp-trusted-krjCblUC/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.fVZAwF/zypp-trusted-krjCblUC
     0.00B       0.00B           -  /var/tmp/zypp.fVZAwF/zypp-general-krEFN5hA
  24.00KiB    24.00KiB           -  /var/tmp/zypp.fVZAwF
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/zypp-trusted-krYnaBrk/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/zypp-trusted-krYnaBrk/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.SEWLy8/zypp-trusted-krYnaBrk/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.SEWLy8/zypp-trusted-krYnaBrk/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.SEWLy8/zypp-trusted-krYnaBrk
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/zypp-general-kr5XFqkw/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/zypp-general-kr5XFqkw/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/zypp-general-kr5XFqkw/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.SEWLy8/zypp-general-kr5XFqkw/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.SEWLy8/zypp-general-kr5XFqkw
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.SEWLy8/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.SEWLy8
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/zypp-trusted-krBEmnFf/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/zypp-trusted-krBEmnFf/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.xAvfTK/zypp-trusted-krBEmnFf/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.xAvfTK/zypp-trusted-krBEmnFf/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.xAvfTK/zypp-trusted-krBEmnFf
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/zypp-general-krb4svrK/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xAvfTK/zypp-general-krb4svrK/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/zypp-general-krb4svrK/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/zypp-general-krb4svrK/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xAvfTK/zypp-general-krb4svrK
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xAvfTK/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.xAvfTK/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.xAvfTK/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.xAvfTK
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/zypp-trusted-krQDycO0/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/zypp-trusted-krQDycO0/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.vRx8uT/zypp-trusted-krQDycO0/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.vRx8uT/zypp-trusted-krQDycO0/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.vRx8uT/zypp-trusted-krQDycO0
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/zypp-general-krYJRg77/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/zypp-general-krYJRg77/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/zypp-general-krYJRg77/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.vRx8uT/zypp-general-krYJRg77/pubring.kbx
   4.00KiB     4.00KiB           -  /var/tmp/zypp.vRx8uT/zypp-general-krYJRg77
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.vRx8uT/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.vRx8uT/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.vRx8uT/PublicKey
  32.00KiB    32.00KiB           -  /var/tmp/zypp.vRx8uT
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/zypp-trusted-krOzvFdx/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/zypp-trusted-krOzvFdx/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.l9hIJz/zypp-trusted-krOzvFdx/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.l9hIJz/zypp-trusted-krOzvFdx/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.l9hIJz/zypp-trusted-krOzvFdx
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/zypp-general-krLKZCHu/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/zypp-general-krLKZCHu/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.l9hIJz/zypp-general-krLKZCHu/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.l9hIJz/zypp-general-krLKZCHu/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.l9hIJz/zypp-general-krLKZCHu
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.l9hIJz/PublicKey
  36.00KiB    36.00KiB           -  /var/tmp/zypp.l9hIJz
     0.00B       0.00B           -  /var/tmp/zypp.j7tAlQ/zypp-trusted-kr6reTTN/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.j7tAlQ/zypp-trusted-kr6reTTN/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.j7tAlQ/zypp-trusted-kr6reTTN/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.j7tAlQ/zypp-trusted-kr6reTTN/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.j7tAlQ/zypp-trusted-kr6reTTN
     0.00B       0.00B           -  /var/tmp/zypp.j7tAlQ/zypp-general-krjRscsL
  24.00KiB    24.00KiB           -  /var/tmp/zypp.j7tAlQ
     0.00B       0.00B           -  /var/tmp/zypp.58QbMY/zypp-trusted-krQ5Hy31/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.58QbMY/zypp-trusted-krQ5Hy31/private-keys-v1.d
  12.00KiB    12.00KiB           -  /var/tmp/zypp.58QbMY/zypp-trusted-krQ5Hy31/pubring.kbx~
  12.00KiB    12.00KiB           -  /var/tmp/zypp.58QbMY/zypp-trusted-krQ5Hy31/pubring.kbx
  24.00KiB    24.00KiB           -  /var/tmp/zypp.58QbMY/zypp-trusted-krQ5Hy31
     0.00B       0.00B           -  /var/tmp/zypp.58QbMY/zypp-general-krZGPVk5/pubring.kbx~
